state_FIPS,group_code,state,population_group,civ_population,labor_force,LF_PCT_POP,Employed_total,employed_PCT,Unemployed_total,Unemployed_PCT,error range
01,43,Alabama,"White, 35 to 44 years",410,331,80.70,318,77.60,13,3.80,2.2 – 5.4
01,44,Alabama,"White, 45 to 54 years",412,317,76.90,304,73.80,13,4.10,2.4 – 5.8
01,45,Alabama,"White, 55 to 64 years",467,277,59.30,267,57.10,10,3.70,2.0 – 5.4
01,46,Alabama,"White, 65 years and over",679,120,17.70,116,17.10,4,3.50,0.9 – 6.1
01,48,Alabama,"Black or African American, 20 to 24 years",98,68,69.20,57,58.00,11,16.20,8.2 – 24.2
01,49,Alabama,"Black or African American, 25 to 34 years",179,137,76.50,123,68.70,14,10.20,5.7 – 14.7
01,50,Alabama,"Black or African American, 35 to 44 years",161,126,78.10,116,71.80,10,8.00,3.9 – 12.1
01,51,Alabama,"Black or African American, 45 to 54 years",152,104,68.40,99,64.80,5,5.30,1.6 – 9.0
01,52,Alabama,"Black or African American, 55 to 64 years",169,84,49.90,79,46.40,6,6.90,2.2 – 11.6
02,01,Alaska,Total,546,343,63.00,317,58.10,26,7.70,6.5 – 8.9
02,02,Alaska,Men,278,181,65.30,166,59.80,15,8.40,6.7 – 10.1
02,03,Alaska,Women,268,162,60.60,151,56.40,11,6.90,5.2 – 8.6
02,04,Alaska,White,359,227,63.20,214,59.70,13,5.50,4.3 – 6.7
02,05,Alaska,"White, men",186,124,66.70,116,62.60,8,6.10,4.3 – 7.9
02,06,Alaska,"White, women",173,103,59.40,98,56.50,5,4.80,3.1 – 6.5
02,07,Alaska,Black or African American,18,13,69.90,12,66.20,1,5.20,1.4 – 9.0
02,10,Alaska,Asian,37,27,72.10,25,68.20,1,5.40,2.4 – 8.4
02,11,Alaska,"Asian, men",16,12,74.80,11,70.70,1,5.60,1.1 – 10.1
02,12,Alaska,"Asian, women",21,14,69.90,14,66.30,1,5.20,1.3 – 9.1
02,13,Alaska,Hispanic or Latino ethnicity,32,21,67.30,20,62.10,2,7.70,3.7 – 11.7
02,14,Alaska,"Hispanic or Latino ethnicity, men",17,12,68.70,11,63.90,1,7.10,1.9 – 12.3
02,16,Alaska,"Married men, spouse present",132,93,70.30,89,67.40,4,4.20,2.5 – 5.9
02,17,Alaska,"Married women, spouse present",132,78,58.90,75,56.70,3,3.80,2.0 – 5.6
02,18,Alaska,Women who maintain families,30,20,69.40,19,63.50,2,8.50,3.3 – 13.7
02,19,Alaska,"Total, 16 to 19 years",37,13,35.90,10,28.10,3,21.70,11.4 – 32.0
02,20,Alaska,"Total, 20 to 24 years",43,30,70.50,26,60.90,4,13.60,8.2 – 19.0
02,21,Alaska,"Total, 25 to 34 years",106,82,77.70,75,71.30,7,8.20,5.7 – 10.7
02,22,Alaska,"Total, 35 to 44 years",91,72,79.90,68,74.90,5,6.30,3.9 – 8.7
02,23,Alaska,"Total, 45 to 54 years",81,66,81.70,63,78.00,3,4.50,2.4 – 6.6
02,24,Alaska,"Total, 55 to 64 years",90,57,63.40,53,58.90,4,7.00,4.2 – 9.8
02,25,Alaska,"Total, 65 years and over",98,22,22.80,21,21.60,1,5.10,1.2 – 9.0
02,27,Alaska,"Men, 20 to 24 years",24,16,68.30,14,56.60,3,17.10,8.9 – 25.3
02,28,Alaska,"Men, 25 to 34 years",54,46,85.50,42,78.50,4,8.20,4.8 – 11.6
02,29,Alaska,"Men, 35 to 44 years",44,38,84.90,35,78.50,3,7.50,3.9 – 11.1
02,30,Alaska,"Men, 45 to 54 years",40,34,85.90,33,81.80,2,4.70,1.7 – 7.7
02,31,Alaska,"Men, 55 to 64 years",45,30,65.80,28,61.40,2,6.70,2.9 – 10.5
02,32,Alaska,"Men, 65 years and over",52,12,22.70,11,21.50,1,5.40,(2)-
02,34,Alaska,"Women, 20 to 24 years",19,14,73.40,13,66.30,1,9.60,3.0 – 16.2
02,35,Alaska,"Women, 25 to 34 years",52,36,69.50,33,63.80,3,8.30,4.4 – 12.2
02,36,Alaska,"Women, 35 to 44 years",46,35,75.10,33,71.40,2,5.00,1.9 – 8.1
02,37,Alaska,"Women, 45 to 54 years",41,31,77.50,30,74.20,1,4.30,1.3 – 7.3
02,38,Alaska,"Women, 55 to 64 years",45,27,60.90,25,56.40,2,7.40,3.2 – 11.6
02,41,Alaska,"White, 20 to 24 years",23,17,73.40,15,65.20,2,11.10,4.6 – 17.6
02,42,Alaska,"White, 25 to 34 years",63,49,78.00,46,73.40,3,5.80,3.0 – 8.6
02,43,Alaska,"White, 35 to 44 years",59,49,82.90,47,79.60,2,4.00,1.7 – 6.3
02,44,Alaska,"White, 45 to 54 years",54,45,84.10,44,81.80,1,2.70,0.7 – 4.7
02,45,Alaska,"White, 55 to 64 years",67,43,63.50,40,60.00,2,5.60,2.7 – 8.5
02,46,Alaska,"White, 65 years and over",73,16,22.40,16,21.30,1,4.90,0.5 – 9.3
04,01,Arizona,Total,5860,3584,61.20,3307,56.40,277,7.70,6.8 – 8.6
04,02,Arizona,Men,2858,1905,66.60,1771,62.00,133,7.00,5.8 – 8.2
04,03,Arizona,Women,3002,1680,56.00,1536,51.20,144,8.60,7.2 – 10.0
04,04,Arizona,White,5033,3051,60.60,2832,56.30,220,7.20,6.2 – 8.2
04,05,Arizona,"White, men",2459,1631,66.30,1523,61.90,107,6.60,5.3 – 7.9
04,06,Arizona,"White, women",2574,1421,55.20,1309,50.90,112,7.90,6.4 – 9.4
04,07,Arizona,Black or African American,280,183,65.20,169,60.40,13,7.40,4.1 – 10.7
04,08,Arizona,"Black or African American, men",133,94,70.60,88,66.20,6,6.30,2.0 – 10.6
04,09,Arizona,"Black or African American, women",147,88,60.30,81,55.20,7,8.50,3.3 – 13.7
04,10,Arizona,Asian,229,140,61.10,127,55.20,13,9.50,5.4 – 13.6
04,11,Arizona,"Asian, men",112,74,66.10,70,62.40,4,5.50,1.1 – 9.9
04,13,Arizona,Hispanic or Latino ethnicity,1879,1227,65.30,1124,59.80,103,8.40,6.5 – 10.3
04,14,Arizona,"Hispanic or Latino ethnicity, men",907,664,73.20,616,67.90,48,7.20,4.8 – 9.6
04,15,Arizona,"Hispanic or Latino ethnicity, women",971,563,58.00,508,52.30,55,9.80,6.7 – 12.9
04,16,Arizona,"Married men, spouse present",1456,1030,70.70,984,67.60,46,4.50,3.2 – 5.8
04,17,Arizona,"Married women, spouse present",1447,766,52.90,715,49.50,50,6.60,4.7 – 8.5
04,18,Arizona,Women who maintain families,324,231,71.40,208,64.20,23,10.10,5.9 – 14.3
04,19,Arizona,"Total, 16 to 19 years",403,151,37.60,116,28.80,35,23.30,15.4 – 31.2
04,20,Arizona,"Total, 20 to 24 years",503,388,77.20,340,67.70,48,12.40,8.8 – 16.0
04,21,Arizona,"Total, 25 to 34 years",985,795,80.60,739,74.90,56,7.00,5.1 – 8.9
04,22,Arizona,"Total, 35 to 44 years",867,707,81.60,670,77.30,37,5.30,3.6 – 7.0
04,23,Arizona,"Total, 45 to 54 years",913,752,82.30,707,77.40,45,6.00,4.2 – 7.8
04,24,Arizona,"Total, 55 to 64 years",931,602,64.60,560,60.10,42,6.90,4.7 – 9.1
04,25,Arizona,"Total, 65 years and over",1259,190,15.10,175,13.90,14,7.40,3.4 – 11.4
04,26,Arizona,"Men, 16 to 19 years",212,79,37.50,59,27.70,21,26.10,14.5 – 37.7
04,27,Arizona,"Men, 20 to 24 years",267,208,77.80,188,70.30,20,9.60,5.3 – 13.9
04,28,Arizona,"Men, 25 to 34 years",474,414,87.20,387,81.60,27,6.50,4.0 – 9.0
04,29,Arizona,"Men, 35 to 44 years",435,393,90.30,374,86.00,19,4.70,2.5 – 6.9
04,30,Arizona,"Men, 45 to 54 years",419,374,89.30,359,85.60,15,4.10,2.0 – 6.2
04,31,Arizona,"Men, 55 to 64 years",457,329,72.00,304,66.50,25,7.60,4.5 – 10.7
04,32,Arizona,"Men, 65 years and over",595,108,18.10,101,17.00,7,6.10,1.3 – 10.9
04,33,Arizona,"Women, 16 to 19 years",191,72,37.70,57,30.10,15,20.20,9.5 – 30.9
04,34,Arizona,"Women, 20 to 24 years",236,180,76.60,152,64.60,28,15.60,9.7 – 21.5
04,35,Arizona,"Women, 25 to 34 years",511,381,74.50,352,68.80,29,7.70,4.8 – 10.6
04,36,Arizona,"Women, 35 to 44 years",431,314,72.90,296,68.50,19,6.00,3.2 – 8.8
04,37,Arizona,"Women, 45 to 54 years",494,377,76.40,348,70.50,29,7.80,4.9 – 10.7
04,38,Arizona,"Women, 55 to 64 years",475,273,57.40,256,54.00,16,6.00,3.0 – 9.0
04,39,Arizona,"Women, 65 years and over",664,82,12.30,74,11.20,8,9.20,2.4 – 16.0
04,40,Arizona,"White, 16 to 19 years",336,134,39.90,102,30.40,32,23.70,15.2 – 32.2
04,41,Arizona,"White, 20 to 24 years",413,323,78.30,286,69.30,37,11.50,7.7 – 15.3
04,42,Arizona,"White, 25 to 34 years",790,635,80.40,597,75.60,38,6.00,4.0 – 8.0
04,43,Arizona,"White, 35 to 44 years",735,604,82.10,572,77.90,31,5.20,3.3 – 7.1
04,44,Arizona,"White, 45 to 54 years",785,646,82.30,612,77.90,34,5.30,3.5 – 7.1
04,45,Arizona,"White, 55 to 64 years",830,538,64.90,502,60.50,36,6.70,4.4 – 9.0
04,46,Arizona,"White, 65 years and over",1145,172,15.00,161,14.00,11,6.70,2.7 – 10.7
04,61,Arizona,"Hispanic or Latino ethnicity, 16 to 19 years",209,78,37.20,59,28.30,19,23.90,10.9 – 36.9
04,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",222,174,78.60,155,69.80,19,11.20,5.2 – 17.2
04,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",372,288,77.40,270,72.70,17,6.10,2.7 – 9.5
04,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",343,281,81.90,264,77.00,17,6.00,2.6 – 9.4
04,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",301,236,78.30,222,73.80,14,5.80,2.1 – 9.5
04,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",236,141,59.80,126,53.70,15,10.30,4.0 – 16.6
05,01,Arkansas,Total,2358,1358,57.60,1273,54.00,85,6.20,5.3 – 7.1
05,02,Arkansas,Men,1133,714,63.00,672,59.30,42,5.90,4.7 – 7.1
05,03,Arkansas,Women,1225,644,52.60,601,49.10,43,6.70,5.4 – 8.0
05,04,Arkansas,White,1901,1096,57.70,1035,54.40,62,5.60,4.7 – 6.5
05,05,Arkansas,"White, men",928,590,63.60,557,60.00,33,5.60,4.4 – 6.8
05,06,Arkansas,"White, women",973,506,52.00,477,49.10,29,5.70,4.3 – 7.1
05,07,Arkansas,Black or African American,348,199,57.20,181,52.00,18,9.10,6.2 – 12.0
05,08,Arkansas,"Black or African American, men",155,90,58.40,82,53.10,8,9.00,4.6 – 13.4
05,09,Arkansas,"Black or African American, women",193,108,56.20,98,51.10,10,9.10,5.1 – 13.1
05,13,Arkansas,Hispanic or Latino ethnicity,145,94,64.70,89,61.50,5,4.80,2.3 – 7.3
05,14,Arkansas,"Hispanic or Latino ethnicity, men",80,62,78.20,60,74.70,3,4.50,1.5 – 7.5
05,16,Arkansas,"Married men, spouse present",625,421,67.50,407,65.10,14,3.40,2.3 – 4.5
05,17,Arkansas,"Married women, spouse present",610,344,56.40,331,54.30,13,3.70,2.4 – 5.0
05,18,Arkansas,Women who maintain families,132,84,63.70,76,57.80,8,9.30,5.0 – 13.6
05,19,Arkansas,"Total, 16 to 19 years",149,54,36.20,45,30.40,9,16.00,9.0 – 23.0
05,20,Arkansas,"Total, 20 to 24 years",190,132,69.40,120,62.90,12,9.40,6.0 – 12.8
05,21,Arkansas,"Total, 25 to 34 years",388,309,79.70,290,74.90,19,6.10,4.3 – 7.9
05,22,Arkansas,"Total, 35 to 44 years",372,292,78.40,274,73.70,18,6.00,4.2 – 7.8
05,23,Arkansas,"Total, 45 to 54 years",347,262,75.60,251,72.30,12,4.40,2.8 – 6.0
05,24,Arkansas,"Total, 55 to 64 years",372,209,56.20,198,53.40,11,5.10,3.1 – 7.1
05,25,Arkansas,"Total, 65 years and over",540,99,18.40,95,17.50,5,4.80,2.0 – 7.6
05,27,Arkansas,"Men, 20 to 24 years",84,62,73.40,56,66.70,6,9.10,4.2 – 14.0
05,28,Arkansas,"Men, 25 to 34 years",194,166,85.40,156,80.30,10,5.90,3.5 – 8.3
05,29,Arkansas,"Men, 35 to 44 years",188,162,86.20,153,81.00,10,6.00,3.5 – 8.5
05,30,Arkansas,"Men, 45 to 54 years",171,138,80.40,132,76.80,6,4.50,2.2 – 6.8
05,31,Arkansas,"Men, 55 to 64 years",177,108,60.60,103,58.30,4,3.80,1.4 – 6.2
05,32,Arkansas,"Men, 65 years and over",242,51,21.20,49,20.30,2,4.20,0.5 – 7.9
05,34,Arkansas,"Women, 20 to 24 years",106,70,66.30,64,59.80,7,9.70,5.0 – 14.4
05,35,Arkansas,"Women, 25 to 34 years",194,143,74.00,134,69.40,9,6.30,3.6 – 9.0
05,36,Arkansas,"Women, 35 to 44 years",184,129,70.40,122,66.10,8,6.00,3.2 – 8.8
05,37,Arkansas,"Women, 45 to 54 years",176,125,71.00,119,67.80,5,4.40,2.0 – 6.8
05,38,Arkansas,"Women, 55 to 64 years",194,102,52.30,95,48.80,7,6.50,3.3 – 9.7
05,39,Arkansas,"Women, 65 years and over",298,48,16.10,46,15.30,3,5.50,1.2 – 9.8
05,40,Arkansas,"White, 16 to 19 years",116,43,37.40,36,31.30,7,16.40,8.5 – 24.3
05,41,Arkansas,"White, 20 to 24 years",136,99,72.70,90,66.20,9,9.00,5.1 – 12.9
05,42,Arkansas,"White, 25 to 34 years",297,239,80.50,228,76.80,11,4.60,2.8 – 6.4
05,43,Arkansas,"White, 35 to 44 years",288,232,80.60,220,76.40,12,5.30,3.4 – 7.2
05,44,Arkansas,"White, 45 to 54 years",289,219,75.80,210,72.60,9,4.30,2.5 – 6.1
05,45,Arkansas,"White, 55 to 64 years",302,177,58.60,168,55.80,8,4.70,2.6 – 6.8
05,46,Arkansas,"White, 65 years and over",474,87,18.40,82,17.40,5,5.40,2.2 – 8.6
05,49,Arkansas,"Black or African American, 25 to 34 years",65,51,79.00,46,70.30,6,11.00,4.6 – 17.4
05,50,Arkansas,"Black or African American, 35 to 44 years",61,41,67.60,38,61.90,3,8.40,2.1 – 14.7
05,51,Arkansas,"Black or African American, 45 to 54 years",49,36,72.90,34,69.00,2,5.40,(2)-
06,01,California,Total,31084,18807,60.50,16887,54.30,1919,10.20,9.7 – 10.7
06,02,California,Men,15206,10287,67.60,9305,61.20,982,9.50,8.9 – 10.1
06,03,California,Women,15877,8520,53.70,7583,47.80,938,11.00,10.3 – 11.7
06,04,California,White,22381,13594,60.70,12244,54.70,1350,9.90,9.3 – 10.5
06,05,California,"White, men",11086,7575,68.30,6859,61.90,716,9.50,8.8 – 10.2
06,06,California,"White, women",11296,6019,53.30,5385,47.70,633,10.50,9.6 – 11.4
06,07,California,Black or African American,1967,1177,59.80,1033,52.50,144,12.20,10.4 – 14.0
06,08,California,"Black or African American, men",938,596,63.50,516,55.00,80,13.40,10.7 – 16.1
06,09,California,"Black or African American, women",1028,581,56.50,517,50.30,64,11.00,8.5 – 13.5
06,10,California,Asian,5142,3012,58.60,2722,52.90,290,9.60,8.5 – 10.7
06,11,California,"Asian, men",2389,1563,65.40,1441,60.30,122,7.80,6.5 – 9.1
06,12,California,"Asian, women",2753,1449,52.60,1281,46.50,168,11.60,9.9 – 13.3
06,13,California,Hispanic or Latino ethnicity,11192,7099,63.40,6270,56.00,829,11.70,10.8 – 12.6
06,14,California,"Hispanic or Latino ethnicity, men",5605,4077,72.70,3629,64.70,448,11.00,9.9 – 12.1
06,15,California,"Hispanic or Latino ethnicity, women",5587,3022,54.10,2641,47.30,381,12.60,11.2 – 14.0
06,16,California,"Married men, spouse present",7607,5513,72.50,5153,67.70,360,6.50,5.8 – 7.2
06,17,California,"Married women, spouse present",7573,4006,52.90,3635,48.00,371,9.30,8.3 – 10.3
06,18,California,Women who maintain families,1668,1089,65.30,969,58.10,121,11.10,9.0 – 13.2
06,19,California,"Total, 16 to 19 years",1933,534,27.60,408,21.10,126,23.60,19.2 – 28.0
06,20,California,"Total, 20 to 24 years",2553,1615,63.30,1349,52.90,266,16.40,14.3 – 18.5
06,21,California,"Total, 25 to 34 years",5930,4643,78.30,4144,69.90,499,10.70,9.7 – 11.7
06,22,California,"Total, 35 to 44 years",5178,4128,79.70,3790,73.20,338,8.20,7.3 – 9.1
06,23,California,"Total, 45 to 54 years",4816,3783,78.60,3468,72.00,315,8.30,7.3 – 9.3
06,24,California,"Total, 55 to 64 years",4699,2995,63.70,2731,58.10,264,8.80,7.7 – 9.9
06,25,California,"Total, 65 years and over",5975,1109,18.60,997,16.70,112,10.10,8.1 – 12.1
06,26,California,"Men, 16 to 19 years",1010,273,27.00,206,20.40,66,24.20,18.0 – 30.4
06,27,California,"Men, 20 to 24 years",1285,826,64.30,693,53.90,134,16.20,13.3 – 19.1
06,28,California,"Men, 25 to 34 years",2991,2539,84.90,2278,76.10,261,10.30,9.0 – 11.6
06,29,California,"Men, 35 to 44 years",2579,2299,89.10,2123,82.30,176,7.70,6.5 – 8.9
06,30,California,"Men, 45 to 54 years",2394,2085,87.10,1927,80.50,158,7.60,6.3 – 8.9
06,31,California,"Men, 55 to 64 years",2289,1636,71.50,1500,65.50,136,8.30,6.8 – 9.8
06,32,California,"Men, 65 years and over",2659,629,23.70,579,21.80,50,8.00,5.6 – 10.4
06,33,California,"Women, 16 to 19 years",923,262,28.40,202,21.80,60,23.00,16.8 – 29.2
06,34,California,"Women, 20 to 24 years",1268,789,62.20,657,51.80,132,16.70,13.7 – 19.7
06,35,California,"Women, 25 to 34 years",2939,2104,71.60,1867,63.50,238,11.30,9.8 – 12.8
06,36,California,"Women, 35 to 44 years",2599,1829,70.40,1667,64.10,162,8.80,7.4 – 10.2
06,37,California,"Women, 45 to 54 years",2422,1698,70.10,1541,63.60,157,9.20,7.7 – 10.7
06,38,California,"Women, 55 to 64 years",2410,1359,56.40,1231,51.10,127,9.40,7.7 – 11.1
06,39,California,"Women, 65 years and over",3316,480,14.50,418,12.60,62,12.90,9.5 – 16.3
06,40,California,"White, 16 to 19 years",1389,413,29.70,315,22.60,98,23.80,18.8 – 28.8
06,41,California,"White, 20 to 24 years",1773,1172,66.10,994,56.10,178,15.20,12.8 – 17.6
06,42,California,"White, 25 to 34 years",4068,3213,79.00,2861,70.30,352,11.00,9.8 – 12.2
06,43,California,"White, 35 to 44 years",3711,2957,79.70,2720,73.30,237,8.00,6.9 – 9.1
06,44,California,"White, 45 to 54 years",3447,2724,79.00,2509,72.80,215,7.90,6.8 – 9.0
06,45,California,"White, 55 to 64 years",3487,2248,64.50,2064,59.20,184,8.20,6.9 – 9.5
06,46,California,"White, 65 years and over",4505,867,19.20,781,17.30,86,9.90,7.7 – 12.1
06,48,California,"Black or African American, 20 to 24 years",174,109,62.50,90,51.80,19,17.10,9.8 – 24.4
06,49,California,"Black or African American, 25 to 34 years",422,312,73.90,267,63.20,45,14.50,10.6 – 18.4
06,50,California,"Black or African American, 35 to 44 years",331,263,79.60,240,72.50,24,9.00,5.6 – 12.4
06,51,California,"Black or African American, 45 to 54 years",316,246,77.70,220,69.50,26,10.50,6.7 – 14.3
06,52,California,"Black or African American, 55 to 64 years",296,167,56.40,150,50.70,17,10.10,5.6 – 14.6
06,55,California,"Asian, 20 to 24 years",413,214,51.80,173,41.90,41,19.00,13.3 – 24.7
06,56,California,"Asian, 25 to 34 years",1042,792,76.00,723,69.40,69,8.70,6.7 – 10.7
06,57,California,"Asian, 35 to 44 years",840,670,79.80,622,74.00,49,7.30,5.3 – 9.3
06,58,California,"Asian, 45 to 54 years",842,651,77.30,591,70.20,60,9.20,6.9 – 11.5
06,59,California,"Asian, 55 to 64 years",745,477,64.10,429,57.60,48,10.10,7.3 – 12.9
06,60,California,"Asian, 65 years and over",976,162,16.60,145,14.80,18,11.00,6.0 – 16.0
06,61,California,"Hispanic or Latino ethnicity, 16 to 19 years",985,278,28.20,209,21.30,68,24.60,18.0 – 31.2
06,62,California,"Hispanic or Latino ethnicity, 20 to 24 years",1203,815,67.70,687,57.10,128,15.70,12.7 – 18.7
06,63,California,"Hispanic or Latino ethnicity, 25 to 34 years",2431,1865,76.70,1651,67.90,214,11.50,9.8 – 13.2
06,64,California,"Hispanic or Latino ethnicity, 35 to 44 years",2152,1657,77.00,1500,69.70,157,9.40,7.7 – 11.1
06,65,California,"Hispanic or Latino ethnicity, 45 to 54 years",1810,1386,76.60,1250,69.10,136,9.80,8.0 – 11.6
06,66,California,"Hispanic or Latino ethnicity, 55 to 64 years",1368,875,64.00,781,57.10,95,10.80,8.4 – 13.2
06,67,California,"Hispanic or Latino ethnicity, 65 years and over",1244,224,18.00,192,15.40,31,14.10,8.6 – 19.6
08,01,Colorado,Total,4610,3127,67.80,2898,62.90,230,7.30,6.4 – 8.2
08,02,Colorado,Men,2292,1707,74.50,1588,69.30,119,7.00,5.7 – 8.3
08,03,Colorado,Women,2318,1420,61.30,1310,56.50,111,7.80,6.3 – 9.3
08,04,Colorado,White,4066,2772,68.20,2580,63.40,192,6.90,5.9 – 7.9
08,05,Colorado,"White, men",1991,1484,74.60,1385,69.60,99,6.70,5.4 – 8.0
08,06,Colorado,"White, women",2075,1287,62.00,1195,57.60,92,7.20,5.7 – 8.7
08,07,Colorado,Black or African American,189,114,60.30,103,54.80,10,9.10,2.9 – 15.3
08,08,Colorado,"Black or African American, men",101,73,71.80,70,69.30,2,3.40,(2)-
08,10,Colorado,Asian,147,104,70.90,92,62.60,12,11.70,5.8 – 17.6
08,13,Colorado,Hispanic or Latino ethnicity,956,696,72.80,629,65.80,67,9.60,7.1 – 12.1
08,14,Colorado,"Hispanic or Latino ethnicity, men",485,403,83.20,363,74.90,40,9.90,6.5 – 13.3
08,15,Colorado,"Hispanic or Latino ethnicity, women",472,293,62.10,266,56.40,27,9.10,5.2 – 13.0
08,16,Colorado,"Married men, spouse present",1186,892,75.20,856,72.20,36,4.00,2.7 – 5.3
08,17,Colorado,"Married women, spouse present",1204,727,60.40,689,57.20,38,5.20,3.5 – 6.9
08,18,Colorado,Women who maintain families,184,122,66.40,108,58.90,14,11.40,5.4 – 17.4
08,19,Colorado,"Total, 16 to 19 years",299,129,43.20,109,36.40,20,15.70,8.8 – 22.6
08,20,Colorado,"Total, 20 to 24 years",382,304,79.70,259,68.00,45,14.70,10.4 – 19.0
08,21,Colorado,"Total, 25 to 34 years",871,748,85.90,694,79.70,54,7.20,5.3 – 9.1
08,22,Colorado,"Total, 35 to 44 years",795,671,84.40,631,79.30,40,6.00,4.1 – 7.9
08,23,Colorado,"Total, 45 to 54 years",692,597,86.20,559,80.80,38,6.30,4.3 – 8.3
08,24,Colorado,"Total, 55 to 64 years",744,487,65.40,465,62.40,22,4.60,2.7 – 6.5
08,25,Colorado,"Total, 65 years and over",828,191,23.10,181,21.80,10,5.40,2.1 – 8.7
08,27,Colorado,"Men, 20 to 24 years",193,153,79.40,132,68.50,21,13.70,7.8 – 19.6
08,28,Colorado,"Men, 25 to 34 years",458,425,92.80,393,85.70,32,7.60,5.0 – 10.2
08,29,Colorado,"Men, 35 to 44 years",393,369,93.90,349,88.80,20,5.40,3.0 – 7.8
08,30,Colorado,"Men, 45 to 54 years",352,321,91.20,299,85.00,22,6.80,3.9 – 9.7
08,31,Colorado,"Men, 55 to 64 years",367,266,72.60,257,70.00,10,3.60,1.3 – 5.9
08,32,Colorado,"Men, 65 years and over",375,105,28.00,102,27.20,3,2.60,(2)-
08,34,Colorado,"Women, 20 to 24 years",189,151,79.90,127,67.40,24,15.70,9.3 – 22.1
08,35,Colorado,"Women, 25 to 34 years",412,323,78.30,302,73.20,21,6.60,3.8 – 9.4
