state_FIPS,group_code,state,population_group,civ_population,labor_force,LF_PCT_POP,Employed_total,employed_PCT,Unemployed_total,Unemployed_PCT,error range
1,35,Alabama,"Women, 25 to 34 years",315,239,75.8,220,69.7,19,8,5.3 – 10.7
1,36,Alabama,"Women, 35 to 44 years",312,229,73.5,219,70.4,9,4.1,2.1 – 6.1
1,37,Alabama,"Women, 45 to 54 years",305,208,68.2,199,65.1,9,4.5,2.3 – 6.7
1,38,Alabama,"Women, 55 to 64 years",350,178,50.8,170,48.7,8,4.2,1.9 – 6.5
1,39,Alabama,"Women, 65 years and over",479,64,13.4,60,12.6,4,6.2,1.6 – 10.8
1,40,Alabama,"White, 16 to 19 years",148,56,38.1,53,36.1,3,5.3,0.7 – 9.9
1,41,Alabama,"White, 20 to 24 years",203,144,70.8,131,64.7,12,8.6,4.9 – 12.3
1,42,Alabama,"White, 25 to 34 years",395,327,82.7,305,77.1,22,6.8,4.6 – 9.0
1,43,Alabama,"White, 35 to 44 years",410,331,80.7,318,77.6,13,3.8,2.2 – 5.4
1,44,Alabama,"White, 45 to 54 years",412,317,76.9,304,73.8,13,4.1,2.4 – 5.8
1,45,Alabama,"White, 55 to 64 years",467,277,59.3,267,57.1,10,3.7,2.0 – 5.4
1,46,Alabama,"White, 65 years and over",679,120,17.7,116,17.1,4,3.5,0.9 – 6.1
1,48,Alabama,"Black or African American, 20 to 24 years",98,68,69.2,57,58,11,16.2,8.2 – 24.2
1,49,Alabama,"Black or African American, 25 to 34 years",179,137,76.5,123,68.7,14,10.2,5.7 – 14.7
1,50,Alabama,"Black or African American, 35 to 44 years",161,126,78.1,116,71.8,10,8,3.9 – 12.1
1,51,Alabama,"Black or African American, 45 to 54 years",152,104,68.4,99,64.8,5,5.3,1.6 – 9.0
1,52,Alabama,"Black or African American, 55 to 64 years",169,84,49.9,79,46.4,6,6.9,2.2 – 11.6
2,1,Alaska,Total,546,343,63,317,58.1,26,7.7,6.5 – 8.9
2,2,Alaska,Men,278,181,65.3,166,59.8,15,8.4,6.7 – 10.1
2,3,Alaska,Women,268,162,60.6,151,56.4,11,6.9,5.2 – 8.6
2,4,Alaska,White,359,227,63.2,214,59.7,13,5.5,4.3 – 6.7
2,5,Alaska,"White, men",186,124,66.7,116,62.6,8,6.1,4.3 – 7.9
2,6,Alaska,"White, women",173,103,59.4,98,56.5,5,4.8,3.1 – 6.5
2,7,Alaska,Black or African American,18,13,69.9,12,66.2,1,5.2,1.4 – 9.0
2,10,Alaska,Asian,37,27,72.1,25,68.2,1,5.4,2.4 – 8.4
2,11,Alaska,"Asian, men",16,12,74.8,11,70.7,1,5.6,1.1 – 10.1
2,12,Alaska,"Asian, women",21,14,69.9,14,66.3,1,5.2,1.3 – 9.1
2,13,Alaska,Hispanic or Latino ethnicity,32,21,67.3,20,62.1,2,7.7,3.7 – 11.7
2,14,Alaska,"Hispanic or Latino ethnicity, men",17,12,68.7,11,63.9,1,7.1,1.9 – 12.3
2,16,Alaska,"Married men, spouse present",132,93,70.3,89,67.4,4,4.2,2.5 – 5.9
2,17,Alaska,"Married women, spouse present",132,78,58.9,75,56.7,3,3.8,2.0 – 5.6
2,18,Alaska,Women who maintain families,30,20,69.4,19,63.5,2,8.5,3.3 – 13.7
2,19,Alaska,"Total, 16 to 19 years",37,13,35.9,10,28.1,3,21.7,11.4 – 32.0
2,20,Alaska,"Total, 20 to 24 years",43,30,70.5,26,60.9,4,13.6,8.2 – 19.0
2,21,Alaska,"Total, 25 to 34 years",106,82,77.7,75,71.3,7,8.2,5.7 – 10.7
2,22,Alaska,"Total, 35 to 44 years",91,72,79.9,68,74.9,5,6.3,3.9 – 8.7
2,23,Alaska,"Total, 45 to 54 years",81,66,81.7,63,78,3,4.5,2.4 – 6.6
2,24,Alaska,"Total, 55 to 64 years",90,57,63.4,53,58.9,4,7,4.2 – 9.8
2,25,Alaska,"Total, 65 years and over",98,22,22.8,21,21.6,1,5.1,1.2 – 9.0
2,27,Alaska,"Men, 20 to 24 years",24,16,68.3,14,56.6,3,17.1,8.9 – 25.3
2,28,Alaska,"Men, 25 to 34 years",54,46,85.5,42,78.5,4,8.2,4.8 – 11.6
2,29,Alaska,"Men, 35 to 44 years",44,38,84.9,35,78.5,3,7.5,3.9 – 11.1
2,30,Alaska,"Men, 45 to 54 years",40,34,85.9,33,81.8,2,4.7,1.7 – 7.7
2,31,Alaska,"Men, 55 to 64 years",45,30,65.8,28,61.4,2,6.7,2.9 – 10.5
2,32,Alaska,"Men, 65 years and over",52,12,22.7,11,21.5,1,5.4,(2)-
2,34,Alaska,"Women, 20 to 24 years",19,14,73.4,13,66.3,1,9.6,3.0 – 16.2
2,35,Alaska,"Women, 25 to 34 years",52,36,69.5,33,63.8,3,8.3,4.4 – 12.2
2,36,Alaska,"Women, 35 to 44 years",46,35,75.1,33,71.4,2,5,1.9 – 8.1
2,37,Alaska,"Women, 45 to 54 years",41,31,77.5,30,74.2,1,4.3,1.3 – 7.3
2,38,Alaska,"Women, 55 to 64 years",45,27,60.9,25,56.4,2,7.4,3.2 – 11.6
2,41,Alaska,"White, 20 to 24 years",23,17,73.4,15,65.2,2,11.1,4.6 – 17.6
2,42,Alaska,"White, 25 to 34 years",63,49,78,46,73.4,3,5.8,3.0 – 8.6
2,43,Alaska,"White, 35 to 44 years",59,49,82.9,47,79.6,2,4,1.7 – 6.3
2,44,Alaska,"White, 45 to 54 years",54,45,84.1,44,81.8,1,2.7,0.7 – 4.7
2,45,Alaska,"White, 55 to 64 years",67,43,63.5,40,60,2,5.6,2.7 – 8.5
2,46,Alaska,"White, 65 years and over",73,16,22.4,16,21.3,1,4.9,0.5 – 9.3
4,1,Arizona,Total,5860,3584,61.2,3307,56.4,277,7.7,6.8 – 8.6
4,2,Arizona,Men,2858,1905,66.6,1771,62,133,7,5.8 – 8.2
4,3,Arizona,Women,3002,1680,56,1536,51.2,144,8.6,7.2 – 10.0
4,4,Arizona,White,5033,3051,60.6,2832,56.3,220,7.2,6.2 – 8.2
4,5,Arizona,"White, men",2459,1631,66.3,1523,61.9,107,6.6,5.3 – 7.9
4,6,Arizona,"White, women",2574,1421,55.2,1309,50.9,112,7.9,6.4 – 9.4
4,7,Arizona,Black or African American,280,183,65.2,169,60.4,13,7.4,4.1 – 10.7
4,8,Arizona,"Black or African American, men",133,94,70.6,88,66.2,6,6.3,2.0 – 10.6
4,9,Arizona,"Black or African American, women",147,88,60.3,81,55.2,7,8.5,3.3 – 13.7
4,10,Arizona,Asian,229,140,61.1,127,55.2,13,9.5,5.4 – 13.6
4,11,Arizona,"Asian, men",112,74,66.1,70,62.4,4,5.5,1.1 – 9.9
4,13,Arizona,Hispanic or Latino ethnicity,1879,1227,65.3,1124,59.8,103,8.4,6.5 – 10.3
4,14,Arizona,"Hispanic or Latino ethnicity, men",907,664,73.2,616,67.9,48,7.2,4.8 – 9.6
4,15,Arizona,"Hispanic or Latino ethnicity, women",971,563,58,508,52.3,55,9.8,6.7 – 12.9
4,16,Arizona,"Married men, spouse present",1456,1030,70.7,984,67.6,46,4.5,3.2 – 5.8
4,17,Arizona,"Married women, spouse present",1447,766,52.9,715,49.5,50,6.6,4.7 – 8.5
4,18,Arizona,Women who maintain families,324,231,71.4,208,64.2,23,10.1,5.9 – 14.3
4,19,Arizona,"Total, 16 to 19 years",403,151,37.6,116,28.8,35,23.3,15.4 – 31.2
4,20,Arizona,"Total, 20 to 24 years",503,388,77.2,340,67.7,48,12.4,8.8 – 16.0
4,21,Arizona,"Total, 25 to 34 years",985,795,80.6,739,74.9,56,7,5.1 – 8.9
4,22,Arizona,"Total, 35 to 44 years",867,707,81.6,670,77.3,37,5.3,3.6 – 7.0
4,23,Arizona,"Total, 45 to 54 years",913,752,82.3,707,77.4,45,6,4.2 – 7.8
4,24,Arizona,"Total, 55 to 64 years",931,602,64.6,560,60.1,42,6.9,4.7 – 9.1
4,25,Arizona,"Total, 65 years and over",1259,190,15.1,175,13.9,14,7.4,3.4 – 11.4
4,26,Arizona,"Men, 16 to 19 years",212,79,37.5,59,27.7,21,26.1,14.5 – 37.7
4,27,Arizona,"Men, 20 to 24 years",267,208,77.8,188,70.3,20,9.6,5.3 – 13.9
4,28,Arizona,"Men, 25 to 34 years",474,414,87.2,387,81.6,27,6.5,4.0 – 9.0
4,29,Arizona,"Men, 35 to 44 years",435,393,90.3,374,86,19,4.7,2.5 – 6.9
4,30,Arizona,"Men, 45 to 54 years",419,374,89.3,359,85.6,15,4.1,2.0 – 6.2
4,31,Arizona,"Men, 55 to 64 years",457,329,72,304,66.5,25,7.6,4.5 – 10.7
4,32,Arizona,"Men, 65 years and over",595,108,18.1,101,17,7,6.1,1.3 – 10.9
4,33,Arizona,"Women, 16 to 19 years",191,72,37.7,57,30.1,15,20.2,9.5 – 30.9
4,34,Arizona,"Women, 20 to 24 years",236,180,76.6,152,64.6,28,15.6,9.7 – 21.5
4,35,Arizona,"Women, 25 to 34 years",511,381,74.5,352,68.8,29,7.7,4.8 – 10.6
4,36,Arizona,"Women, 35 to 44 years",431,314,72.9,296,68.5,19,6,3.2 – 8.8
4,37,Arizona,"Women, 45 to 54 years",494,377,76.4,348,70.5,29,7.8,4.9 – 10.7
4,38,Arizona,"Women, 55 to 64 years",475,273,57.4,256,54,16,6,3.0 – 9.0
4,39,Arizona,"Women, 65 years and over",664,82,12.3,74,11.2,8,9.2,2.4 – 16.0
4,40,Arizona,"White, 16 to 19 years",336,134,39.9,102,30.4,32,23.7,15.2 – 32.2
4,41,Arizona,"White, 20 to 24 years",413,323,78.3,286,69.3,37,11.5,7.7 – 15.3
4,42,Arizona,"White, 25 to 34 years",790,635,80.4,597,75.6,38,6,4.0 – 8.0
4,43,Arizona,"White, 35 to 44 years",735,604,82.1,572,77.9,31,5.2,3.3 – 7.1
4,44,Arizona,"White, 45 to 54 years",785,646,82.3,612,77.9,34,5.3,3.5 – 7.1
4,45,Arizona,"White, 55 to 64 years",830,538,64.9,502,60.5,36,6.7,4.4 – 9.0
4,46,Arizona,"White, 65 years and over",1145,172,15,161,14,11,6.7,2.7 – 10.7
4,61,Arizona,"Hispanic or Latino ethnicity, 16 to 19 years",209,78,37.2,59,28.3,19,23.9,10.9 – 36.9
4,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",222,174,78.6,155,69.8,19,11.2,5.2 – 17.2
4,63,Arizona,"Hispanic or Latino ethnicity, 25 to 34 years",372,288,77.4,270,72.7,17,6.1,2.7 – 9.5
4,64,Arizona,"Hispanic or Latino ethnicity, 35 to 44 years",343,281,81.9,264,77,17,6,2.6 – 9.4
4,65,Arizona,"Hispanic or Latino ethnicity, 45 to 54 years",301,236,78.3,222,73.8,14,5.8,2.1 – 9.5
4,66,Arizona,"Hispanic or Latino ethnicity, 55 to 64 years",236,141,59.8,126,53.7,15,10.3,4.0 – 16.6
5,1,Arkansas,Total,2358,1358,57.6,1273,54,85,6.2,5.3 – 7.1
5,2,Arkansas,Men,1133,714,63,672,59.3,42,5.9,4.7 – 7.1
5,3,Arkansas,Women,1225,644,52.6,601,49.1,43,6.7,5.4 – 8.0
5,4,Arkansas,White,1901,1096,57.7,1035,54.4,62,5.6,4.7 – 6.5
5,5,Arkansas,"White, men",928,590,63.6,557,60,33,5.6,4.4 – 6.8
5,6,Arkansas,"White, women",973,506,52,477,49.1,29,5.7,4.3 – 7.1
5,7,Arkansas,Black or African American,348,199,57.2,181,52,18,9.1,6.2 – 12.0
5,8,Arkansas,"Black or African American, men",155,90,58.4,82,53.1,8,9,4.6 – 13.4
5,9,Arkansas,"Black or African American, women",193,108,56.2,98,51.1,10,9.1,5.1 – 13.1
5,13,Arkansas,Hispanic or Latino ethnicity,145,94,64.7,89,61.5,5,4.8,2.3 – 7.3
5,14,Arkansas,"Hispanic or Latino ethnicity, men",80,62,78.2,60,74.7,3,4.5,1.5 – 7.5
5,16,Arkansas,"Married men, spouse present",625,421,67.5,407,65.1,14,3.4,2.3 – 4.5
5,17,Arkansas,"Married women, spouse present",610,344,56.4,331,54.3,13,3.7,2.4 – 5.0
5,18,Arkansas,Women who maintain families,132,84,63.7,76,57.8,8,9.3,5.0 – 13.6
5,19,Arkansas,"Total, 16 to 19 years",149,54,36.2,45,30.4,9,16,9.0 – 23.0
5,20,Arkansas,"Total, 20 to 24 years",190,132,69.4,120,62.9,12,9.4,6.0 – 12.8
5,21,Arkansas,"Total, 25 to 34 years",388,309,79.7,290,74.9,19,6.1,4.3 – 7.9
5,22,Arkansas,"Total, 35 to 44 years",372,292,78.4,274,73.7,18,6,4.2 – 7.8
5,23,Arkansas,"Total, 45 to 54 years",347,262,75.6,251,72.3,12,4.4,2.8 – 6.0
5,24,Arkansas,"Total, 55 to 64 years",372,209,56.2,198,53.4,11,5.1,3.1 – 7.1
5,25,Arkansas,"Total, 65 years and over",540,99,18.4,95,17.5,5,4.8,2.0 – 7.6
5,27,Arkansas,"Men, 20 to 24 years",84,62,73.4,56,66.7,6,9.1,4.2 – 14.0
5,28,Arkansas,"Men, 25 to 34 years",194,166,85.4,156,80.3,10,5.9,3.5 – 8.3
5,29,Arkansas,"Men, 35 to 44 years",188,162,86.2,153,81,10,6,3.5 – 8.5
5,30,Arkansas,"Men, 45 to 54 years",171,138,80.4,132,76.8,6,4.5,2.2 – 6.8
5,31,Arkansas,"Men, 55 to 64 years",177,108,60.6,103,58.3,4,3.8,1.4 – 6.2
5,32,Arkansas,"Men, 65 years and over",242,51,21.2,49,20.3,2,4.2,0.5 – 7.9
5,34,Arkansas,"Women, 20 to 24 years",106,70,66.3,64,59.8,7,9.7,5.0 – 14.4
5,35,Arkansas,"Women, 25 to 34 years",194,143,74,134,69.4,9,6.3,3.6 – 9.0
5,36,Arkansas,"Women, 35 to 44 years",184,129,70.4,122,66.1,8,6,3.2 – 8.8
5,37,Arkansas,"Women, 45 to 54 years",176,125,71,119,67.8,5,4.4,2.0 – 6.8
5,38,Arkansas,"Women, 55 to 64 years",194,102,52.3,95,48.8,7,6.5,3.3 – 9.7
5,39,Arkansas,"Women, 65 years and over",298,48,16.1,46,15.3,3,5.5,1.2 – 9.8
5,40,Arkansas,"White, 16 to 19 years",116,43,37.4,36,31.3,7,16.4,8.5 – 24.3
5,41,Arkansas,"White, 20 to 24 years",136,99,72.7,90,66.2,9,9,5.1 – 12.9
5,42,Arkansas,"White, 25 to 34 years",297,239,80.5,228,76.8,11,4.6,2.8 – 6.4
5,43,Arkansas,"White, 35 to 44 years",288,232,80.6,220,76.4,12,5.3,3.4 – 7.2
5,44,Arkansas,"White, 45 to 54 years",289,219,75.8,210,72.6,9,4.3,2.5 – 6.1
5,45,Arkansas,"White, 55 to 64 years",302,177,58.6,168,55.8,8,4.7,2.6 – 6.8
5,46,Arkansas,"White, 65 years and over",474,87,18.4,82,17.4,5,5.4,2.2 – 8.6
5,49,Arkansas,"Black or African American, 25 to 34 years",65,51,79,46,70.3,6,11,4.6 – 17.4
5,50,Arkansas,"Black or African American, 35 to 44 years",61,41,67.6,38,61.9,3,8.4,2.1 – 14.7
5,51,Arkansas,"Black or African American, 45 to 54 years",49,36,72.9,34,69,2,5.4,(2)-
6,1,California,Total,31084,18807,60.5,16887,54.3,1919,10.2,9.7 – 10.7
6,2,California,Men,15206,10287,67.6,9305,61.2,982,9.5,8.9 – 10.1
6,3,California,Women,15877,8520,53.7,7583,47.8,938,11,10.3 – 11.7
6,4,California,White,22381,13594,60.7,12244,54.7,1350,9.9,9.3 – 10.5
6,5,California,"White, men",11086,7575,68.3,6859,61.9,716,9.5,8.8 – 10.2
6,6,California,"White, women",11296,6019,53.3,5385,47.7,633,10.5,9.6 – 11.4
6,7,California,Black or African American,1967,1177,59.8,1033,52.5,144,12.2,10.4 – 14.0
6,8,California,"Black or African American, men",938,596,63.5,516,55,80,13.4,10.7 – 16.1
6,9,California,"Black or African American, women",1028,581,56.5,517,50.3,64,11,8.5 – 13.5
6,10,California,Asian,5142,3012,58.6,2722,52.9,290,9.6,8.5 – 10.7
6,11,California,"Asian, men",2389,1563,65.4,1441,60.3,122,7.8,6.5 – 9.1
6,12,California,"Asian, women",2753,1449,52.6,1281,46.5,168,11.6,9.9 – 13.3
6,13,California,Hispanic or Latino ethnicity,11192,7099,63.4,6270,56,829,11.7,10.8 – 12.6
6,14,California,"Hispanic or Latino ethnicity, men",5605,4077,72.7,3629,64.7,448,11,9.9 – 12.1
6,15,California,"Hispanic or Latino ethnicity, women",5587,3022,54.1,2641,47.3,381,12.6,11.2 – 14.0
6,16,California,"Married men, spouse present",7607,5513,72.5,5153,67.7,360,6.5,5.8 – 7.2
6,17,California,"Married women, spouse present",7573,4006,52.9,3635,48,371,9.3,8.3 – 10.3
6,18,California,Women who maintain families,1668,1089,65.3,969,58.1,121,11.1,9.0 – 13.2
6,19,California,"Total, 16 to 19 years",1933,534,27.6,408,21.1,126,23.6,19.2 – 28.0
6,20,California,"Total, 20 to 24 years",2553,1615,63.3,1349,52.9,266,16.4,14.3 – 18.5
6,21,California,"Total, 25 to 34 years",5930,4643,78.3,4144,69.9,499,10.7,9.7 – 11.7
6,22,California,"Total, 35 to 44 years",5178,4128,79.7,3790,73.2,338,8.2,7.3 – 9.1
6,23,California,"Total, 45 to 54 years",4816,3783,78.6,3468,72,315,8.3,7.3 – 9.3
6,24,California,"Total, 55 to 64 years",4699,2995,63.7,2731,58.1,264,8.8,7.7 – 9.9
6,25,California,"Total, 65 years and over",5975,1109,18.6,997,16.7,112,10.1,8.1 – 12.1
6,26,California,"Men, 16 to 19 years",1010,273,27,206,20.4,66,24.2,18.0 – 30.4
6,27,California,"Men, 20 to 24 years",1285,826,64.3,693,53.9,134,16.2,13.3 – 19.1
6,28,California,"Men, 25 to 34 years",2991,2539,84.9,2278,76.1,261,10.3,9.0 – 11.6
6,29,California,"Men, 35 to 44 years",2579,2299,89.1,2123,82.3,176,7.7,6.5 – 8.9
6,30,California,"Men, 45 to 54 years",2394,2085,87.1,1927,80.5,158,7.6,6.3 – 8.9
6,31,California,"Men, 55 to 64 years",2289,1636,71.5,1500,65.5,136,8.3,6.8 – 9.8
6,32,California,"Men, 65 years and over",2659,629,23.7,579,21.8,50,8,5.6 – 10.4
6,33,California,"Women, 16 to 19 years",923,262,28.4,202,21.8,60,23,16.8 – 29.2
6,34,California,"Women, 20 to 24 years",1268,789,62.2,657,51.8,132,16.7,13.7 – 19.7
6,35,California,"Women, 25 to 34 years",2939,2104,71.6,1867,63.5,238,11.3,9.8 – 12.8
6,36,California,"Women, 35 to 44 years",2599,1829,70.4,1667,64.1,162,8.8,7.4 – 10.2
6,37,California,"Women, 45 to 54 years",2422,1698,70.1,1541,63.6,157,9.2,7.7 – 10.7
6,38,California,"Women, 55 to 64 years",2410,1359,56.4,1231,51.1,127,9.4,7.7 – 11.1
6,39,California,"Women, 65 years and over",3316,480,14.5,418,12.6,62,12.9,9.5 – 16.3
6,40,California,"White, 16 to 19 years",1389,413,29.7,315,22.6,98,23.8,18.8 – 28.8
6,41,California,"White, 20 to 24 years",1773,1172,66.1,994,56.1,178,15.2,12.8 – 17.6
6,42,California,"White, 25 to 34 years",4068,3213,79,2861,70.3,352,11,9.8 – 12.2
6,43,California,"White, 35 to 44 years",3711,2957,79.7,2720,73.3,237,8,6.9 – 9.1
6,44,California,"White, 45 to 54 years",3447,2724,79,2509,72.8,215,7.9,6.8 – 9.0
6,45,California,"White, 55 to 64 years",3487,2248,64.5,2064,59.2,184,8.2,6.9 – 9.5
6,46,California,"White, 65 years and over",4505,867,19.2,781,17.3,86,9.9,7.7 – 12.1
6,48,California,"Black or African American, 20 to 24 years",174,109,62.5,90,51.8,19,17.1,9.8 – 24.4
6,49,California,"Black or African American, 25 to 34 years",422,312,73.9,267,63.2,45,14.5,10.6 – 18.4
6,50,California,"Black or African American, 35 to 44 years",331,263,79.6,240,72.5,24,9,5.6 – 12.4
6,51,California,"Black or African American, 45 to 54 years",316,246,77.7,220,69.5,26,10.5,6.7 – 14.3
6,52,California,"Black or African American, 55 to 64 years",296,167,56.4,150,50.7,17,10.1,5.6 – 14.6
6,55,California,"Asian, 20 to 24 years",413,214,51.8,173,41.9,41,19,13.3 – 24.7
6,56,California,"Asian, 25 to 34 years",1042,792,76,723,69.4,69,8.7,6.7 – 10.7
6,57,California,"Asian, 35 to 44 years",840,670,79.8,622,74,49,7.3,5.3 – 9.3
6,58,California,"Asian, 45 to 54 years",842,651,77.3,591,70.2,60,9.2,6.9 – 11.5
6,59,California,"Asian, 55 to 64 years",745,477,64.1,429,57.6,48,10.1,7.3 – 12.9
6,60,California,"Asian, 65 years and over",976,162,16.6,145,14.8,18,11,6.0 – 16.0
6,61,California,"Hispanic or Latino ethnicity, 16 to 19 years",985,278,28.2,209,21.3,68,24.6,18.0 – 31.2
6,62,California,"Hispanic or Latino ethnicity, 20 to 24 years",1203,815,67.7,687,57.1,128,15.7,12.7 – 18.7
6,63,California,"Hispanic or Latino ethnicity, 25 to 34 years",2431,1865,76.7,1651,67.9,214,11.5,9.8 – 13.2
6,64,California,"Hispanic or Latino ethnicity, 35 to 44 years",2152,1657,77,1500,69.7,157,9.4,7.7 – 11.1
6,65,California,"Hispanic or Latino ethnicity, 45 to 54 years",1810,1386,76.6,1250,69.1,136,9.8,8.0 – 11.6
6,66,California,"Hispanic or Latino ethnicity, 55 to 64 years",1368,875,64,781,57.1,95,10.8,8.4 – 13.2
6,67,California,"Hispanic or Latino ethnicity, 65 years and over",1244,224,18,192,15.4,31,14.1,8.6 – 19.6
8,1,Colorado,Total,4610,3127,67.8,2898,62.9,230,7.3,6.4 – 8.2
8,2,Colorado,Men,2292,1707,74.5,1588,69.3,119,7,5.7 – 8.3
8,3,Colorado,Women,2318,1420,61.3,1310,56.5,111,7.8,6.3 – 9.3
8,4,Colorado,White,4066,2772,68.2,2580,63.4,192,6.9,5.9 – 7.9
8,5,Colorado,"White, men",1991,1484,74.6,1385,69.6,99,6.7,5.4 – 8.0
8,6,Colorado,"White, women",2075,1287,62,1195,57.6,92,7.2,5.7 – 8.7
8,7,Colorado,Black or African American,189,114,60.3,103,54.8,10,9.1,2.9 – 15.3
8,8,Colorado,"Black or African American, men",101,73,71.8,70,69.3,2,3.4,(2)-
8,10,Colorado,Asian,147,104,70.9,92,62.6,12,11.7,5.8 – 17.6
8,13,Colorado,Hispanic or Latino ethnicity,956,696,72.8,629,65.8,67,9.6,7.1 – 12.1
8,14,Colorado,"Hispanic or Latino ethnicity, men",485,403,83.2,363,74.9,40,9.9,6.5 – 13.3
8,15,Colorado,"Hispanic or Latino ethnicity, women",472,293,62.1,266,56.4,27,9.1,5.2 – 13.0
8,16,Colorado,"Married men, spouse present",1186,892,75.2,856,72.2,36,4,2.7 – 5.3
8,17,Colorado,"Married women, spouse present",1204,727,60.4,689,57.2,38,5.2,3.5 – 6.9
8,18,Colorado,Women who maintain families,184,122,66.4,108,58.9,14,11.4,5.4 – 17.4
8,19,Colorado,"Total, 16 to 19 years",299,129,43.2,109,36.4,20,15.7,8.8 – 22.6
8,20,Colorado,"Total, 20 to 24 years",382,304,79.7,259,68,45,14.7,10.4 – 19.0
8,21,Colorado,"Total, 25 to 34 years",871,748,85.9,694,79.7,54,7.2,5.3 – 9.1
8,22,Colorado,"Total, 35 to 44 years",795,671,84.4,631,79.3,40,6,4.1 – 7.9
8,23,Colorado,"Total, 45 to 54 years",692,597,86.2,559,80.8,38,6.3,4.3 – 8.3
8,24,Colorado,"Total, 55 to 64 years",744,487,65.4,465,62.4,22,4.6,2.7 – 6.5
8,25,Colorado,"Total, 65 years and over",828,191,23.1,181,21.8,10,5.4,2.1 – 8.7
8,27,Colorado,"Men, 20 to 24 years",193,153,79.4,132,68.5,21,13.7,7.8 – 19.6
8,28,Colorado,"Men, 25 to 34 years",458,425,92.8,393,85.7,32,7.6,5.0 – 10.2
8,29,Colorado,"Men, 35 to 44 years",393,369,93.9,349,88.8,20,5.4,3.0 – 7.8
8,30,Colorado,"Men, 45 to 54 years",352,321,91.2,299,85,22,6.8,3.9 – 9.7
8,31,Colorado,"Men, 55 to 64 years",367,266,72.6,257,70,10,3.6,1.3 – 5.9
8,32,Colorado,"Men, 65 years and over",375,105,28,102,27.2,3,2.6,(2)-
8,34,Colorado,"Women, 20 to 24 years",189,151,79.9,127,67.4,24,15.7,9.3 – 22.1
8,35,Colorado,"Women, 25 to 34 years",412,323,78.3,302,73.2,21,6.6,3.8 – 9.4
8,36,Colorado,"Women, 35 to 44 years",402,302,75.2,282,70.1,20,6.8,3.8 – 9.8
8,37,Colorado,"Women, 45 to 54 years",340,276,81.1,260,76.5,16,5.7,2.9 – 8.5
8,38,Colorado,"Women, 55 to 64 years",378,221,58.5,208,55.1,13,5.7,2.5 – 8.9
